ControlFlow,Exceptions,Expressions,Functions,Literal,LogicalExpression,LoopControlFlow,Loops,ObjectExpressions,Pattern,Property,Return,Statements,ThisExpression,VariableDeclarator,arrayManipulation,avg_str_length,concatenation,dom_operations,encodingObfuscation,eval,file_length,funcArgsCallExpression,funcArgsPrimitiveVal,funcReturnString,funcSelfInvoking,stringCount,varConcatenation,varWithArrayExpression,varWithCallExpression,varWithLiteralString,varWithNewExpression,varWithObjExpression,varWithThisExpression,Class
0,0,11,0,17109,0,0,1,1,0,92,0,4,0,4,0,2,2,0,0,1,92913,0,0,0,0,17104,0,0,0,1,1,1,0,Malicious
1,0,23,0,18133,0,0,1,1,0,0,0,10,2,5,0,1,7,1,0,1,50208,0,2,0,0,105,0,1,0,2,1,0,0,Malicious
279,57,4238,337,1143,244,16,56,139,0,238,218,1200,76,393,61,9,152,32,85,0,50715,42,258,2,71,639,7,14,69,7,11,32,0,Benign
19,2,488,19,511,8,5,11,20,0,0,12,117,3,69,1,76,65,2,9,1,24386,6,14,0,0,142,4,3,20,7,9,0,0,Malicious
4,0,123,9,80,0,0,0,20,0,35,2,48,3,30,0,12,8,2,0,0,3965,0,18,0,4,49,1,2,1,3,4,2,0,Benign
0,0,54,0,31,0,0,0,0,0,0,0,26,0,3,0,1095,0,0,0,1,33462,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
34,0,770,59,206,12,0,0,14,0,23,21,242,75,34,0,12,21,1,1,1,11585,11,150,0,38,179,0,1,29,0,0,1,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174780,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
1,0,58,5,21,0,0,0,0,0,0,0,22,5,2,0,16,5,1,0,0,1246,0,15,0,3,18,0,0,1,0,0,0,0,Benign
592,38,8284,592,2078,1169,11,160,398,0,554,489,1108,401,890,114,6,271,10,89,0,86835,94,301,0,153,938,24,35,107,8,13,27,16,Benign
4,0,33,4,17,1,0,2,2,0,0,4,16,0,0,1,2360,4,0,4,1,22254,3,6,1,1,9,0,0,0,0,0,0,0,Malicious
17,0,206,13,116,11,0,1,0,0,0,3,39,3,9,0,19,5,12,0,0,3675,0,56,0,5,81,0,0,3,0,0,0,0,Benign
16,0,419,24,168,2,1,3,12,0,24,3,144,26,44,4,9,15,14,7,0,8920,6,66,3,11,129,2,0,20,12,1,0,0,Benign
1,0,16,0,3701,0,0,0,1,0,0,0,7,0,1,1,5,0,3,0,1,84549,1,6,0,0,3696,0,0,0,0,0,0,0,Malicious
23,2,338,23,868,9,5,13,27,0,8,17,134,4,74,4,46,61,0,9,1,25142,7,14,0,0,224,3,5,22,6,9,2,1,Malicious
0,0,54,0,30,0,0,0,0,0,0,0,26,0,2,0,837,0,0,0,1,25718,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
4,0,163,7,69,4,0,0,0,0,0,0,50,1,8,0,9,0,1,0,0,3494,0,64,0,6,67,0,0,8,0,0,0,0,Benign
342,3,7396,489,1447,349,6,31,157,0,210,141,1262,1284,480,42,9,289,62,20,0,86222,73,450,0,137,986,51,11,144,8,4,18,8,Benign
1,0,105,1,102,0,0,0,0,0,0,2,5,0,24,3,172,0,0,0,1,15244,23,29,0,0,78,0,0,1,0,0,0,0,Malicious
79,2,398,10,227,49,13,4,23,0,46,30,90,28,39,2,7,46,5,0,0,11483,9,36,0,4,142,2,0,8,0,0,2,2,Benign
64,2,850,78,283,103,1,18,34,0,32,51,177,8,110,21,6,42,77,12,0,10813,12,70,0,14,156,2,5,22,0,6,3,1,Benign
0,0,230,21,171,2,0,0,71,0,135,7,40,0,38,2,43,0,2,0,0,6310,0,41,0,2,75,0,0,29,1,0,1,0,Benign
159,22,4860,202,1959,627,1,11,131,0,421,60,507,76,284,20,12,193,36,25,1,64991,47,708,0,112,1197,10,5,115,10,8,6,0,Benign
0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,58070,1,2,0,0,2,0,0,0,0,0,0,0,Malicious
27,0,436,35,244,1,0,0,12,0,54,2,160,22,17,0,12,6,11,1,0,10718,1,155,0,28,151,1,0,11,0,1,0,0,Benign
1,0,19,1,36603,0,0,1,1,0,0,1,9,1,9,1,0,103,1,1,1,88164,0,1,0,0,201,2,1,3,1,1,0,0,Malicious
1,0,69,2,36,0,0,0,0,0,0,3,31,0,1,3,372,0,0,2,1,13751,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
0,0,25,0,27,0,0,0,0,0,0,0,23,0,2,0,522,0,0,0,1,17411,0,23,0,0,27,0,0,0,0,2,0,0,Malicious
114,0,1988,121,504,141,2,6,61,0,153,55,304,17,156,8,9,95,22,20,0,21020,20,145,1,48,284,7,1,20,22,0,7,0,Benign
117,20,1123,151,411,55,10,30,48,0,48,81,593,37,262,12,74,48,71,33,0,45155,21,166,5,30,249,4,11,73,8,3,4,0,Benign
764,151,9409,1037,4464,985,18,121,574,7,1179,632,2091,427,2270,97,8,214,23,111,0,122923,136,1705,2,135,1399,49,43,1140,50,12,27,2,Benign
41,8,820,50,205,78,0,19,24,0,27,36,116,8,105,25,9,37,3,12,0,8849,8,47,1,21,115,2,6,16,3,0,5,0,Benign
1,0,69,2,36,0,0,0,0,0,0,3,31,0,1,3,366,0,0,2,1,13559,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
79,6,3299,179,1065,158,0,2,68,0,93,25,440,338,210,11,13,102,58,7,0,37899,22,676,0,81,833,19,3,106,8,2,4,2,Benign
0,0,9,0,17151,0,0,1,1,0,92,0,4,0,4,0,2,1,0,0,1,95239,0,0,0,0,17150,0,0,0,1,1,1,0,Malicious
1,0,2,0,11333,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,109432,0,0,0,0,11332,0,1,0,0,0,0,0,Malicious
2,0,148,19,97,0,0,0,10,0,36,0,68,3,4,0,10,0,5,0,0,4292,0,65,0,15,72,0,0,3,0,0,0,1,Benign
288,28,9219,235,1513,444,41,92,134,0,202,131,546,664,473,79,10,104,39,40,0,88718,31,363,1,13,824,5,24,32,45,19,5,1,Benign
0,0,25,0,27,0,0,0,0,0,0,0,23,0,2,0,512,0,0,0,1,17132,0,23,0,0,27,0,0,0,0,2,0,0,Malicious
130,0,4186,308,1677,193,3,15,281,0,406,132,643,9,454,25,14,176,71,20,0,56581,53,581,0,111,935,7,3,226,3,2,14,2,Benign
0,0,16081,1,16083,0,0,1,1,0,0,1,93,0,92,0,1,4,0,0,1,129694,0,0,0,0,95,1,1,0,1,0,0,0,Malicious
690,108,10134,254,3497,129,29,17,1397,0,1717,123,2024,56,350,60,13,940,134,37,1,158206,70,404,0,118,1974,96,11,62,7,9,16,0,Benign
1,2,378,7,330,0,2,4,0,0,0,6,189,1,30,7,115,9,6,1,1,19450,3,25,0,0,58,2,0,4,4,11,0,0,Malicious
101,4,434,75,597,67,3,9,19,0,206,57,152,1,76,0,5,28,3,19,0,8151,0,105,4,10,162,1,1,19,6,2,7,0,Benign
9,2,225,5,376,4,4,8,5,0,3,6,74,4,26,4,6,70,0,17,1,7104,3,14,0,0,338,2,2,5,0,3,2,1,Malicious
0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,58051,1,1,0,0,2,0,0,0,0,0,0,0,Malicious
36,0,770,78,347,34,2,1,89,0,138,26,125,3,191,3,28,6,7,2,0,12815,41,111,0,19,144,0,1,106,5,1,3,0,Benign
10,2,155,10,30,15,0,1,5,0,8,9,42,1,22,1,22,4,1,2,0,2493,0,6,0,3,20,0,0,5,1,0,2,0,Benign
19,2,503,20,474,8,5,11,2,0,0,13,123,3,66,2,81,58,2,11,1,26420,7,14,0,0,132,3,1,20,8,9,0,0,Malicious
18,0,307,18,56,5,0,0,4,0,20,4,94,56,16,0,9,11,1,3,0,12795,0,9,0,7,20,4,0,4,0,0,0,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147681,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
3,0,596,45,362,0,0,4,6,0,20,0,104,17,12,0,13,4,10,1,0,10981,0,324,0,41,324,0,0,6,0,0,0,0,Benign
0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,59935,1,1,0,0,2,0,0,0,0,0,0,0,Malicious
1,0,105,1,129,0,0,0,0,0,0,2,5,0,24,1,356,1,0,0,1,77278,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
0,0,54,0,30,0,0,0,0,0,0,0,26,0,2,0,856,0,0,0,1,26251,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
3,0,75,9,18,1,0,0,1,0,3,1,28,5,9,0,22,3,3,0,0,4187,0,13,0,6,16,3,0,3,0,0,1,0,Benign
72,0,2359,151,816,34,0,7,137,0,234,58,752,507,143,8,548,35,9,0,0,87680,8,177,1,43,68,30,4,32,1,8,7,2,Benign
0,0,9,0,33974,0,0,1,1,0,0,0,3,0,4,1,0,0,0,1,1,78482,0,0,0,0,92,0,1,0,1,1,0,0,Malicious
18,8,588,21,608,10,5,12,5,0,9,17,124,5,49,0,50,66,0,12,1,33434,5,18,1,0,286,3,2,16,5,5,2,1,Malicious
1,0,15,1,17268,0,0,1,1,0,91,1,9,1,9,0,3,34,1,0,1,106220,0,1,0,0,17266,2,0,3,1,1,1,0,Malicious
1,0,16,0,3712,0,0,0,1,0,0,0,7,0,1,1,5,0,3,0,1,84777,1,6,0,0,3707,0,0,0,0,0,0,0,Malicious
1,0,6,0,14298,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,1,71646,1,2,0,0,14296,0,1,0,0,0,0,0,Malicious
21,2,329,21,800,11,5,12,23,0,0,13,131,4,79,6,72,56,0,8,1,28837,7,12,0,0,157,5,5,22,8,10,1,1,Malicious
1,0,128,1,154,0,0,0,0,0,0,2,5,0,24,0,280,2,0,0,1,71566,0,29,0,0,84,0,0,1,0,0,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147434,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
52,1,747,63,179,73,0,13,22,0,12,37,115,15,103,17,6,26,9,24,0,7786,6,66,0,12,117,2,3,17,7,1,6,0,Benign
18,0,397,28,171,5,0,0,8,0,42,19,131,8,48,1,15,21,1,0,0,16467,3,96,0,10,134,2,0,34,0,2,1,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150016,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
0,0,1677,0,2031,0,0,0,0,0,0,0,1,0,840,0,6,1192,0,0,1,26245,0,838,0,0,1193,1,0,838,0,0,0,0,Malicious
0,0,417,74,231,1,0,0,58,0,182,0,123,0,162,1,468,19,0,0,0,65183,0,55,0,0,129,0,0,108,0,27,0,0,Benign
19,2,489,20,505,8,5,11,20,0,0,13,117,3,68,2,78,58,2,10,1,24950,6,15,0,0,138,3,3,20,8,9,0,0,Malicious
0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,14634,0,0,0,0,62820,0,1,0,0,4,0,0,1,1,0,0,0,Malicious
38,0,369,17,145,39,3,11,28,0,54,17,144,0,53,7,5,0,0,11,0,17465,1,18,0,2,69,2,4,4,5,0,1,0,Benign
684,33,8475,604,1929,1166,26,181,304,0,339,442,1510,263,1212,133,8,439,39,109,0,93751,54,308,5,182,975,32,28,200,26,15,50,13,Benign
1,0,46,4,12,0,0,0,1,0,3,0,18,0,3,0,13,0,0,0,0,1246,0,10,0,4,12,0,0,3,0,0,0,0,Benign
22,2,337,23,832,11,5,13,24,0,8,17,139,4,77,6,58,64,0,9,1,27955,7,12,0,0,187,5,5,22,7,9,2,1,Malicious
3,0,66,10,22,2,0,0,3,0,2,3,24,9,7,0,14,3,0,0,0,2460,1,11,0,5,20,0,0,3,1,0,0,0,Benign
1,0,18,1,18679,0,0,1,1,0,0,1,8,1,8,1,1,8,0,1,1,52538,0,1,0,0,106,1,1,3,1,1,0,0,Malicious
22,2,2304,26,1879,105,0,0,740,0,1636,3,82,0,96,88,18,78,461,0,1,63325,7,56,0,7,616,2,12,8,6,2,48,0,Benign
831,118,11409,1157,4227,796,59,84,1120,74,1216,823,3040,413,1710,103,16,124,155,103,0,148490,120,1040,2,10,2154,17,34,358,6,61,70,5,Benign
120,17,1097,133,389,80,4,9,106,0,190,143,209,4,248,35,11,35,0,24,0,17465,17,80,1,21,181,3,6,89,10,1,6,0,Benign
834,27,5702,691,1869,708,15,113,203,0,255,792,1048,176,1115,70,4,178,2,48,0,71999,194,180,2,183,859,82,21,292,51,9,11,15,Benign
0,0,9,0,17151,0,0,1,1,0,92,0,4,0,4,0,2,1,0,0,1,95240,0,0,0,0,17150,0,0,0,1,1,1,0,Malicious
1,0,128,1,154,0,0,0,0,0,0,2,5,0,24,0,279,2,0,0,1,71507,0,29,0,0,84,0,0,1,0,0,0,0,Malicious
0,0,54,0,30,0,0,0,0,0,0,0,26,0,2,0,874,0,0,0,1,26844,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
55,0,1079,60,256,46,1,6,19,0,81,20,115,158,96,3,13,53,1,5,0,12453,18,99,0,13,132,2,0,20,2,0,3,0,Benign
22,0,182,20,84,5,0,0,23,0,60,2,89,0,7,0,9,4,23,1,0,4877,4,39,0,8,71,0,0,2,1,0,1,0,Benign
62,8,592,42,213,36,8,3,18,0,19,13,232,2,63,3,13,7,34,5,0,11321,6,130,0,20,148,1,0,31,0,2,0,0,Benign
0,0,10,1,220,1,0,0,166,0,164,0,4,0,0,0,3,0,0,0,0,2381,0,0,0,1,220,0,0,0,0,0,0,0,Benign
0,0,9,0,34688,0,0,1,1,0,0,0,3,0,4,1,0,0,0,1,1,80065,0,0,0,0,92,0,1,0,1,1,0,0,Malicious
1,0,7,0,14517,0,0,0,1,0,0,0,4,0,1,0,1,2,1,0,1,116249,0,2,0,0,14515,0,1,0,0,0,0,0,Malicious
4,0,29,3,63,1,0,0,15,0,46,2,10,1,1,0,11,6,0,5,0,1724,1,7,0,2,58,0,0,0,0,0,1,0,Benign
1,0,15,1,17835,0,0,1,1,0,92,1,9,1,9,0,2,40,1,0,1,96241,0,1,0,0,17833,2,0,3,1,1,1,0,Malicious
1,0,69,2,36,0,0,0,0,0,0,3,31,0,1,3,358,0,0,2,1,13270,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
1,0,9,0,13931,0,0,0,1,0,0,0,4,0,1,1,1,4,1,0,1,69798,0,2,0,0,13929,0,1,0,0,0,0,0,Malicious
1,0,3,1,11285,0,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,80770,0,0,0,0,11284,0,1,0,0,0,0,0,Malicious
0,0,53,4,27,0,0,0,2,0,12,0,19,3,3,0,20,0,3,0,0,1399,0,16,0,2,23,0,0,3,0,0,0,0,Benign
144,2,2787,132,2157,45,0,1,642,0,802,112,333,87,313,18,11,36,9,19,0,68977,50,556,0,32,1037,7,28,110,0,2,139,0,Benign
597,38,8590,606,2199,1234,15,163,401,0,567,498,1155,410,926,125,6,283,12,94,0,89507,100,332,0,159,1005,23,35,101,8,14,30,16,Benign
223,37,4104,302,1522,269,3,22,388,0,987,239,597,168,653,28,12,11,37,21,0,63821,106,312,0,120,1031,3,11,265,0,2,28,9,Benign
84,7,871,118,357,108,0,4,135,0,246,70,200,2,237,8,11,0,0,6,0,15677,20,45,3,37,182,0,7,46,2,2,3,0,Benign
0,0,54,0,30,0,0,0,0,0,0,0,26,0,2,0,855,0,0,0,1,26254,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
16,1,469,45,247,10,0,2,88,15,166,30,75,0,76,2,7,2,5,0,0,6919,86,54,0,8,123,0,3,51,0,1,4,0,Benign
1,0,18,1,35892,0,0,1,1,0,93,1,9,2,8,0,1,17864,0,0,1,155005,0,1,0,0,35889,2,0,2,1,1,1,0,Malicious
1,0,67,2,34,0,0,0,0,0,0,3,31,0,1,3,386,0,0,2,1,13495,26,32,0,0,33,0,0,0,0,1,0,0,Malicious
597,38,8590,606,2198,1234,15,163,401,0,567,498,1155,410,925,125,6,283,12,94,0,89469,100,332,0,159,1005,23,35,101,8,14,30,16,Benign
1,0,18,1,17541,0,0,1,1,0,92,1,9,2,8,0,2,27,0,0,1,96536,0,1,0,0,17538,2,0,2,1,1,1,0,Malicious
0,0,11,2,6,0,0,1,0,0,0,1,6,0,3,0,96529,1,0,2,1,193216,3,1,0,2,2,0,0,0,2,0,0,0,Benign
1,0,48,3,4,1,0,0,1,0,1,1,13,0,0,0,0,0,0,0,0,2499,0,0,0,2,2,0,0,0,0,0,0,0,Benign
28,2,480,33,164,60,0,2,16,0,12,19,81,6,45,2,8,13,15,6,0,5189,3,59,0,16,95,2,1,16,0,0,3,0,Benign
0,2,19,0,28,0,0,1,0,0,0,0,15,1,13,0,422,15,2,0,0,11666,0,0,0,0,22,3,0,1,6,0,0,0,Malicious
1,0,67,2,34,0,0,0,0,0,0,3,31,0,1,3,378,0,0,2,1,13239,26,32,0,0,33,0,0,0,0,1,0,0,Malicious
0,2,19,0,30,0,0,1,0,0,0,0,15,1,14,0,389,17,2,0,0,9895,0,0,0,0,24,3,0,1,8,0,0,0,Malicious
0,0,174,1,175,0,0,0,0,0,0,1,88,0,0,0,1,0,0,0,0,169290,0,0,0,0,174,0,0,0,0,0,0,0,Malicious
172,2,4960,251,1142,204,8,13,57,0,116,112,667,737,271,21,12,101,47,5,0,52578,45,636,0,110,760,4,1,87,0,2,1,0,Benign
154,7,1173,162,285,188,11,21,30,0,12,165,268,24,209,7,9,13,0,6,0,14851,24,20,0,38,109,13,2,44,0,0,1,1,Benign
2,0,213,18,64,12,0,0,14,0,19,0,38,12,20,0,29,3,4,0,0,3717,4,33,0,12,54,0,0,13,0,1,0,0,Benign
0,0,6,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,57420,1,2,0,0,1,0,0,0,0,0,0,0,Malicious
14,4,328,17,393,11,4,7,4,0,4,17,94,5,33,0,7,44,1,14,0,7727,2,10,0,0,221,2,1,9,0,4,2,1,Malicious
0,0,6,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,57320,1,2,0,0,1,0,0,0,0,0,0,0,Malicious
3,3,386,28,123,15,0,0,5,0,5,6,56,16,40,2,9,17,4,7,0,3884,9,69,1,14,87,1,2,12,2,0,1,0,Benign
3,2,95,17,163,0,2,3,6,0,0,7,151,0,15,0,193,7,2,5,0,25937,4,6,0,0,114,4,3,3,0,0,0,0,Malicious
145,4,2570,166,662,238,0,20,90,0,196,113,354,88,254,21,19,40,10,14,0,36123,26,261,0,64,385,5,6,115,2,3,6,3,Benign
20,0,358,19,107,27,0,3,16,0,30,5,45,11,40,1,6,9,12,1,0,4322,5,45,0,10,70,3,1,14,0,1,2,0,Benign
0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,57999,1,1,0,0,2,0,0,0,0,0,0,0,Malicious
18,4,308,23,858,9,5,10,5,0,8,17,120,4,54,0,37,58,0,11,1,23792,7,16,0,0,279,4,2,19,5,7,2,1,Malicious
364,141,6249,831,1608,531,9,40,371,0,415,341,1419,119,556,28,18,75,56,25,0,81357,83,430,0,225,685,22,18,162,4,8,19,0,Benign
2,0,2647,6,1335,1,1,3,6,0,0,5,1320,0,5,1301,2,11,0,2,1,18709,3,1300,0,0,1301,0,5,0,0,0,0,0,Malicious
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,358,0,0,0,1,13291,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
1,0,18,1,35054,0,0,1,1,0,92,1,9,2,8,0,1,17446,0,0,1,148760,0,1,0,0,35051,2,0,2,1,1,1,0,Malicious
39,11,406,30,132,19,3,4,20,0,24,22,170,9,37,4,7,32,9,14,0,23197,2,35,0,9,103,5,0,12,0,0,2,0,Benign
25,0,382,19,143,1,6,2,2,0,19,2,117,14,32,5,9,46,0,10,0,11152,12,58,0,11,115,1,0,10,5,0,1,0,Benign
0,0,54,0,31,0,0,0,0,0,0,0,26,0,3,0,1046,0,0,0,1,32016,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
0,0,21,3,32,0,0,0,0,0,0,0,9,0,14,0,23,24,3,0,0,1356,0,3,2,0,20,6,0,0,2,0,0,0,Benign
69,0,1083,57,361,26,0,0,18,0,73,13,306,142,57,0,11,27,7,2,0,14797,15,230,0,34,307,0,0,44,0,0,3,0,Benign
0,0,176,1,177,0,0,0,0,0,0,1,89,0,0,0,1,0,0,0,0,174440,0,0,0,0,176,0,0,0,0,0,0,0,Malicious
1,0,71,6,49,4,0,0,18,0,38,5,11,0,12,5,16,0,0,3,0,1731,4,12,0,1,33,0,0,5,0,0,0,0,Benign
12,4,333,17,374,10,4,7,6,0,7,14,109,9,39,8,25,44,2,22,0,21709,5,18,0,0,241,1,1,13,1,5,2,1,Malicious
540,8,11545,416,2619,1179,2,117,364,0,955,204,1144,1443,969,70,9,470,5,41,0,121155,60,436,1,76,988,56,38,108,2,1,50,170,Benign
85,11,863,80,321,56,17,15,40,0,90,68,158,15,115,22,6,19,4,13,0,10408,7,55,1,18,143,0,6,24,1,3,5,0,Benign
4,2,2296,145,728,9,0,6,156,0,103,42,840,10,201,12,13,34,0,0,0,57725,99,512,0,138,423,0,5,178,0,0,0,0,Benign
4,0,71,7,25,0,0,0,4,0,24,4,20,3,9,0,14,6,1,0,0,3316,0,7,0,2,19,0,0,6,0,0,0,0,Benign
102,7,1700,112,340,214,5,9,81,0,74,58,235,138,168,33,7,33,8,28,1,17147,24,83,1,40,149,1,4,17,3,1,10,5,Benign
86,0,906,36,663,207,0,2,118,0,324,37,47,2,188,2,9,28,2,1,0,14797,3,48,0,14,211,0,0,49,0,0,1,0,Benign
1,0,18,1,17773,0,0,1,1,0,92,1,9,2,8,0,2,27,0,0,1,98213,0,1,0,0,17770,2,0,2,1,1,1,0,Malicious
121,4,2207,79,639,274,5,3,72,0,278,23,341,66,157,0,10,62,3,7,0,23136,24,166,0,18,353,6,0,16,1,0,8,1,Benign
21,2,293,18,781,8,5,12,21,0,0,11,118,4,76,0,77,64,0,9,1,28422,6,13,0,0,143,4,4,22,8,10,0,1,Malicious
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,376,0,0,0,1,13896,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
142,0,2423,172,1737,151,3,5,329,0,916,121,275,102,436,26,16,197,2,4,0,53923,175,303,0,30,1076,47,5,74,10,2,5,9,Benign
0,0,102,0,17612,0,0,1,2,0,92,0,4,0,4,0,2,3,0,0,1,95988,0,0,0,0,17515,0,1,0,1,0,1,0,Malicious
126,18,689,41,805,82,6,7,51,0,14,49,339,1,144,11,7,5,39,15,0,44270,16,38,0,6,680,1,0,36,1,0,4,0,Benign
1,0,16,1,18460,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,51906,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
15,0,249,10,1019,37,0,0,132,0,479,8,73,0,21,2,23,4,29,0,0,43681,0,55,0,6,836,0,0,4,0,0,0,0,Benign
0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,19722,0,0,1,0,61078,0,1,0,0,3,0,0,1,1,0,0,0,Malicious
51,16,854,89,181,81,0,6,52,0,77,56,145,106,63,6,12,0,16,4,0,10607,2,28,0,15,111,1,1,19,0,0,0,0,Benign
0,0,176,1,177,0,0,0,0,0,0,1,89,0,0,0,1,0,0,0,0,174426,0,0,0,0,176,0,0,0,0,0,0,0,Malicious
132,2,1118,116,735,45,1,10,87,0,170,91,466,68,105,11,9,117,15,12,0,32629,7,109,0,22,240,11,7,23,0,0,4,0,Benign
18,0,347,16,79,12,0,0,4,0,1,12,71,54,23,1,10,7,1,1,0,6174,7,50,0,4,60,0,0,14,0,0,0,0,Benign
172,0,4154,119,959,251,7,16,84,0,143,24,271,101,198,13,10,92,26,9,0,41974,30,269,0,27,426,3,1,15,0,0,4,0,Benign
14,4,345,19,395,11,4,8,5,0,4,19,99,5,35,1,7,46,1,14,0,7883,2,11,0,0,222,2,2,9,0,4,2,1,Malicious
104,0,1078,32,245,30,12,4,32,0,84,26,276,241,62,6,8,29,0,4,0,18807,6,49,0,4,112,2,1,6,2,0,5,4,Benign
0,0,25,0,27,0,0,0,0,0,0,0,23,0,2,0,524,0,0,0,1,17464,0,23,0,0,27,0,0,0,0,2,0,0,Malicious
134,0,1280,77,457,64,13,9,37,0,89,45,458,22,83,10,12,33,6,14,0,30942,15,194,0,28,266,3,2,18,3,0,7,1,Benign
36,22,616,67,266,40,1,6,75,0,114,43,145,3,115,11,14,0,14,8,0,9379,10,65,0,22,134,1,2,43,4,0,2,2,Benign
92,0,1179,74,565,111,0,2,158,0,262,49,143,0,327,16,7,6,4,10,0,17409,34,94,0,38,258,10,0,125,0,0,6,0,Benign
21,0,301,25,116,0,3,10,10,0,0,6,135,28,25,10,6,0,6,0,0,6784,10,64,0,20,70,0,0,10,0,4,0,0,Benign
143,36,2656,270,1048,188,3,23,307,0,310,179,549,6,462,39,19,12,36,24,0,40726,26,129,0,118,366,0,10,179,5,6,10,0,Benign
0,0,6,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,57492,1,2,0,0,1,0,0,0,0,0,0,0,Malicious
1058,54,17712,1014,5317,2043,26,214,772,0,1276,688,2061,594,1600,140,9,530,96,158,0,198730,183,1110,1,302,2843,41,41,193,37,15,47,15,Benign
0,0,178,1,179,0,0,0,0,0,0,1,90,0,0,0,1,0,0,0,0,174235,0,0,0,0,178,0,0,0,0,0,0,0,Malicious
19,2,503,20,474,8,5,11,2,0,0,13,123,3,66,2,81,58,2,11,1,26389,7,14,0,0,132,3,1,20,8,9,0,0,Malicious
4,0,539,26,185,46,0,2,15,0,29,1,61,42,25,3,13,19,37,1,0,7302,16,77,0,16,135,0,3,7,0,0,0,0,Benign
1,0,157,13,67,0,0,0,7,0,4,0,68,0,8,0,26,13,2,0,0,4921,2,28,0,13,29,0,0,0,0,0,4,0,Benign
615,42,8888,636,2253,1240,15,167,416,0,558,518,1251,445,956,124,7,297,17,97,0,94015,99,358,0,161,1058,25,36,113,9,14,31,17,Benign
254,78,3362,273,952,411,6,46,118,0,153,199,664,251,483,37,12,92,18,19,0,45829,14,152,2,58,620,19,21,92,20,8,13,2,Benign
22,0,143,13,78,7,0,0,4,0,0,6,71,0,21,4,9,9,12,0,0,5959,8,25,2,4,65,0,0,12,2,0,1,0,Benign
64,0,781,32,343,10,2,13,25,0,57,12,212,23,95,9,6,126,0,50,0,16908,9,96,0,11,237,4,5,46,7,0,0,0,Benign
107,0,1973,121,514,144,2,6,59,0,149,47,285,17,156,8,9,94,23,20,0,20677,20,151,1,50,289,7,1,20,22,0,7,0,Benign
532,54,13643,1261,3985,700,13,55,852,0,1526,615,2425,1430,1757,116,12,267,53,111,0,172185,421,1613,19,218,1932,76,24,1021,7,19,45,10,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62924,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
19,2,493,20,469,8,5,11,2,0,0,13,119,3,66,2,88,53,2,11,1,30105,7,14,0,0,130,3,1,20,8,9,0,0,Malicious
1,0,14,0,16,0,0,0,0,0,0,0,7,0,1,0,1684,6,3,0,1,73699,0,5,0,0,11,0,0,0,0,0,0,0,Malicious
0,0,9,0,35864,0,0,1,1,0,0,0,3,0,4,1,0,0,0,1,1,82704,0,0,0,0,92,0,1,0,1,1,0,0,Malicious
0,0,176,1,177,0,0,0,0,0,0,1,89,0,0,0,1,0,0,0,0,173832,0,0,0,0,176,0,0,0,0,0,0,0,Malicious
